species,JENKINS_SPGRPCD,type,WDSG
8830,8,H,0.52
8821,8,H,0.52
994,8,H,0.52
8833,8,H,0.52
8834,8,H,0.52
8836,8,H,0.52
8838,8,H,0.32
8839,8,H,0.32
8842,8,H,0.52
8844,8,H,0.52
8846,8,H,0.57687
8848,8,H,0.52
261,3,S,0.38
262,3,S,0.41
263,3,S,0.42
264,3,S,0.42
8850,8,H,0.52
971,8,H,0.6
972,8,H,0.46
973,8,H,0.59
8862,8,H,0.54
8851,8,H,0.54
8852,8,H,0.54
974,8,H,0.54
975,8,H,0.48
976,8,H,0.54
977,8,H,0.57
981,8,H,0.51
8859,8,H,0.52
8853,8,H,0.52
8854,8,H,0.52
8855,8,H,0.52
8856,8,H,0.18
8857,8,H,0.18
8860,8,H,0.53
8861,8,H,0.52
995,8,H,0.52
8869,8,H,0.48216
8877,8,H,0.52
8878,8,H,0.52
8879,8,H,0.53
8880,8,H,0.52
8871,8,H,0.52
8872,8,H,0.65006
8873,8,H,0.52
7199,8,H,0.52
8874,8,H,0.52
8876,8,H,0.52
8881,8,H,0.52
8883,8,H,0.52
8885,8,H,0.52
8886,8,H,0.59
8887,8,H,0.52
8889,8,H,0.52
8890,8,H,0.52
8891,8,H,0.52
8892,8,H,0.52
8895,8,H,0.52
8896,8,H,0.52
8897,8,H,0.52
8898,8,H,0.52
8900,8,H,0.52
8901,8,H,0.52
8903,8,H,0.52521
8904,8,H,0.61131
8914,8,H,0.52
8906,8,H,0.52
8902,8,H,0.593
8907,8,H,0.593
8908,8,H,0.593
8909,8,H,0.593
8910,8,H,0.52
8912,8,H,0.52
8913,8,H,0.52
8916,8,H,0.52
982,8,H,0.52
8917,8,H,0.52
8918,8,H,0.52
8919,8,H,0.52
8942,8,H,0.52
8923,8,H,0.52
8924,8,H,0.52
8944,8,H,0.55
8925,8,H,0.6
8928,8,H,0.52
8929,8,H,0.6
8930,8,H,0.6
8931,8,H,0.52
8932,8,H,0.52
8933,8,H,0.6
8934,8,H,0.52
8935,8,H,0.52
8937,8,H,0.52
8938,8,H,0.52
7243,8,H,0.52
8939,8,H,0.52
7246,8,H,0.52
8940,8,H,0.52
8941,8,H,0.52
8943,8,H,0.52
8947,8,H,0.52
998,8,H,0.52
299,4,S,0.41
999,8,H,0.52
6943,8,H,0.71463
8087,8,H,0.3309
8703,8,H,0.63284
8071,8,H,0.3309
8863,8,H,0.55
8243,8,H,0.68705
7365,8,H,0.25
7191,8,H,0.48216
8059,8,H,0.3309
8621,8,H,0.52
7332,8,H,0.71
8083,8,H,0.3309
7086,8,H,0.73
7249,8,H,0.56
6769,8,H,0.76
6784,8,H,0.5756
7424,8,H,0.72755
8244,8,H,0.68705
8057,8,H,0.3309
8075,8,H,0.3309
8000,8,H,0.5
8866,8,H,0.48
6984,8,H,0.48
8103,8,H,0.65
7881,8,H,0.65
7750,8,H,0.4
6188,8,H,0.68
7333,8,H,0.52
7586,8,H,0.42
8911,8,H,0.593
7220,8,H,0.729
7705,8,H,0.39
6891,8,H,0.48
7017,8,H,0.42
7680,8,H,0.5
8308,8,H,0.57
8090,8,H,0.3309
8107,8,H,0.41
8532,8,H,0.7
6779,8,H,0.5756
7003,8,H,0.52
6729,8,H,0.474
6841,8,H,0.5
7666,8,H,0.87
7653,8,H,0.861
8755,8,H,0.39606
7902,8,H,0.44
7657,8,H,0.52521
