"","plot_id","inv_date","pBA_ABCO","pBA_CADE","pBA_OTHER","pBA_PILA","pBA_PIPO","pBA_PSME","pBA_(all)","azimuth","fuelload_litter_Mgha","fuelload_duff_Mgha","fuelload_1h_Mgha","fuelload_10h_Mgha","fuelload_100h_Mgha","fuelload_1000s_Mgha","fuelload_1000r_Mgha","fuelload_fwd_Mgha","fuelload_1000h_Mgha","fuelload_surface_Mgha","fuelload_total_Mgha"
"25","0060-00021",2001-06-01,0.203011193892606,0.275990959879356,0.263524012309604,0,0.213505825810117,0.043968008108318,1,143,26.5265490626801,79.4475921074679,2.48791432513043,7.68122469492742,0,10.1350973426479,0,10.1691390200579,10.1350973426479,46.8307854253858,126.278377532854
"26","0060-00021",2001-06-01,0.203011193892606,0.275990959879356,0.263524012309604,0,0.213505825810117,0.043968008108318,1,350,15.1580280358172,63.5580736859743,1.46347901478261,2.56040823164247,3.67487739659323,0,21.2985177968259,7.69876464301831,21.2985177968259,44.1553104756614,107.713384161636
"27","0060-00021",2003-06-01,0.207830503356493,0.273149367243923,0.26008352292578,0,0.212884664185333,0.0460519422884708,1,143,1.89928996350503,15.8736487041517,0.535132282345248,0.512239792334783,0,0,0,1.04737207468003,0,2.94666203818506,18.8203107423368
"28","0060-00021",2003-06-01,0.207830503356493,0.273149367243923,0.26008352292578,0,0.212884664185333,0.0460519422884708,1,350,0,15.8736487041517,0.924319396778155,1.02447958466957,7.33584623147566,0,0,9.28464521292338,0,9.28464521292338,25.1582939170751
"29","0060-00021",2009-06-01,0.1062044218316,0.3190899504012,0.283338988802172,0,0.24737955375303,0.0439870852119988,1,350,10.9171060654395,7.98191154711276,0.849847274300175,8.00698767157582,3.86598007773876,18.5533806116661,0,12.7228150236148,18.5533806116661,42.1933017007204,50.1752132478332
"30","0060-00021",2009-06-01,0.1062044218316,0.3190899504012,0.283338988802172,0,0.24737955375303,0.0439870852119988,1,143,18.1951767757326,0,0.519351112072329,5.65199129758293,7.73196015547752,36.4110094503948,99.298395715298,13.9033025651328,135.709405165693,167.807884506558,167.807884506558
"31","0060-00027",2001-06-01,0.117364254475747,0.882635745524253,0,0,0,0,1,34,6.24737839244241,24.8486071807096,1.21233267712844,5.52914520875688,13.5926896600748,0,3.34491075128275,20.3341675459601,3.34491075128275,29.9264566896852,54.7750638703948
"32","0060-00027",2001-06-01,0.117364254475747,0.882635745524253,0,0,0,0,1,175,31.236891962212,41.4143453011827,1.49758742468807,12.440576719703,13.5926896600748,13.2416890369688,0,27.5308538044658,13.2416890369688,72.0094348036466,113.423780104829
"33","0060-00027",2003-06-01,0,1,0,0,0,0,1,175,0,0,0.0365223540983607,0,4.76507481639344,0,0,4.8015971704918,0,4.8015971704918,4.8015971704918
"34","0060-00027",2003-06-01,0,1,0,0,0,0,1,34,12.76,0,0.401745895081967,7.76626194098361,9.53014963278689,29.5577821869489,0,17.6981574688525,29.5577821869489,60.0159396558013,60.0159396558013
"35","0060-00027",2009-06-01,0,1,0,0,0,0,1,34,6.38,8.375,0.434433402,3.762068652,0,0,0,4.196502054,0,10.576502054,18.951502054
"36","0060-00027",2009-06-01,0,1,0,0,0,0,1,175,12.76,16.75,0.434433402,1.254022884,4.84449273,0,0,6.532949016,0,19.292949016,36.042949016
"37","0060-00101",2001-06-01,0.0757203857481778,0.896716643763219,0,0,0,0.0275629704886038,1,216,31.1882812244902,99.1979689166156,0.784433474188986,2.31224859165895,13.7036879620438,3.73621456045441,27.9560936986435,16.8003700278917,31.6923082590979,79.6809595114798,178.878928428095
"38","0060-00101",2001-06-01,0.0757203857481778,0.896716643763219,0,0,0,0.0275629704886038,1,86,43.6635937142863,123.997461145769,0.962713809231937,1.84979887332716,0,0,5.95514421982939,2.8125126825591,5.95514421982939,52.4312506166747,176.428711762444
"39","0060-00101",2003-06-01,0.0866993783934904,0.882763299433367,0,0,0,0.0305373221731432,1,86,0,0,0.390967056920289,0,4.54088339598964,0,0,4.93185045290993,0,4.93185045290993,4.93185045290993
"40","0060-00101",2003-06-01,0.0866993783934904,0.882763299433367,0,0,0,0.0305373221731432,1,216,0,24.7577536634788,0.319882137480236,0,4.54088339598964,0,0,4.86076553346988,0,4.86076553346988,29.6185191969486
"41","0060-00101",2009-06-01,0.100377179896743,0.865737387497582,0,0,0,0.0338854326056751,1,71,12.393539591098,0,0.680308921420377,0.84909330158334,0,0,0,1.52940222300372,0,13.9229418141017,13.9229418141017
"42","0060-00101",2009-06-01,0.100377179896743,0.865737387497582,0,0,0,0.0338854326056751,1,216,18.590309386647,0,0.259165303398239,1.69818660316668,0,0,0,1.95735190656492,0,20.5476612932119,20.5476612932119
"43","0060-00102",2001-06-01,0.113313807433979,0.261052871241201,0.362941273827885,0.262692047496935,0,0,1,71,26.5475610539216,128.891139721465,0.606597265780174,2.05692945871817,13.8870264231981,0,4.89150719244533,16.5505531476965,4.89150719244533,47.9896213940634,176.880761115528
"44","0060-00102",2001-06-01,0.113313807433979,0.261052871241201,0.362941273827885,0.262692047496935,0,0,1,347,33.184451317402,120.835443488873,0.433283761271553,2.57116182339772,17.3587830289976,0,5.82129781580271,20.3632286136669,5.82129781580271,59.3689777468717,180.204421235745
"45","0060-00102",2003-06-01,0.12141211514613,0.244600682206495,0.354788269519969,0.279198933127407,0,0,1,71,3.26628904452702,24.0697637369026,0.65070390053129,5.16535445348778,30.9509815171291,78.685681586443,0,36.7670398711482,78.685681586443,118.719010502118,142.788774239021
"46","0060-00102",2003-06-01,0.12141211514613,0.244600682206495,0.354788269519969,0.279198933127407,0,0,1,347,3.26628904452702,12.0348818684513,0.910985460743806,4.13228356279023,17.1949897317384,84.6612041856565,0,22.2382587552724,84.6612041856565,110.165751985456,122.200633853907
"47","0060-00102",2009-06-01,0.0971170488171114,0.322314327515452,0.215640987214636,0.3649276364528,0,0,1,71,0,0,0.393882119159322,2.86379254986087,0,47.6661868612381,15.9589762853153,3.2576746690202,63.6251631465534,66.8828378155736,66.8828378155736
"48","0060-00102",2009-06-01,0.0971170488171114,0.322314327515452,0.215640987214636,0.3649276364528,0,0,1,347,3.51230831504124,7.8705544340324,0.512046754907119,4.29568882479131,18.0458501841143,45.8548717605111,146.643450458433,22.8535857638127,192.498322218944,218.864216297798,226.73477073183
